fen,time,move,val
rn1qkb1r/1b3ppp/pn1pp3/1p4P1/3NP2P/2N1BP2/PPPQ4/R3KB1R b KQkq - 0 1,1,b5b4,0.22
rn1qkb1r/1b3ppp/pn1pp3/1p5P/3NP1P1/2N1BP2/PPPQ4/R3KB1R b KQkq - 0 1,1,b8d7,0.39
rn1qkb1r/1b3ppp/pn1pp3/1p6/3NP1PP/P1N1BP2/1PPQ4/R3KB1R b KQkq - 0 1,8,b8d7,0.47
rn1qkb1r/1b3ppp/pn1pp3/1p6/P2NP1PP/2N1BP2/1PPQ4/R3KB1R b KQkq - 0 1,1,b5a4,0.37
r2qkb1r/pp1nnppp/2p1p1b1/P2pP3/3P4/5N2/1PP1BPPP/RNBQ1RK1 b kq - 0 1,1,e7f5,0.75
r2qkbnr/1p1n2pp/2p1ppb1/p2pP3/P2P4/N4N2/1PP1BPPP/R1BQ1RK1 w kq - 0 1,1,f1e1,0.85
r2qkb1r/1p1nnppp/2p1p1b1/p2pP3/P2P4/N4N2/1PP1BPPP/R1BQ1RK1 w kq - 0 1,8,c2c3,0.38
r2qkb1r/1p1n1ppp/2p1p1bn/p2pP3/P2P4/N4N2/1PP1BPPP/R1BQ1RK1 w kq - 0 1,8,c2c3,0.4
r2qk1nr/1p1nbppp/2p1p1b1/p2pP3/P2P4/N4N2/1PP1BPPP/R1BQ1RK1 w kq - 0 1,1,c2c3,0.42
r2qkb1r/1p1n1ppp/p1p1p1bn/P2pP3/3P4/5N2/1PP1BPPP/RNBQ1RK1 w kq - 0 1,8,c2c4,0.57
r2qkb1r/pp1n1ppp/2p1p1b1/P2pPn2/3P4/5N2/1PP1BPPP/RNBQ1RK1 w kq - 0 1,8,c2c3,0.7
r2qk2r/pp1nbppp/2p1p1bn/P2pP3/3P4/5N2/1PP1BPPP/RNBQ1RK1 w kq - 0 1,1,c2c4,0.52
2r2rk1/1p3ppp/pBnnp3/4P3/1bp2P2/6P1/PP2B2P/2KR3R w - - 0 1,8,e5d6,1.16
2r2rk1/1p3ppp/pBnbp3/4Pn2/2p2P2/6P1/PP2B2P/2KR3R w - - 0 1,8,e5d6,3.41
2r1kb1r/1p3ppp/pB2p3/4Pn2/5P2/P1Np2P1/1P5P/2KR3R w k - 0 1,8,d1d3,0.38
rn2kbnr/pp3ppp/4p3/2ppPb2/3P4/2N1BN2/P1q1BPPP/RQ2K2R w KQkq - 0 1,1,b1b5,3.9
rn2kbnr/pp3ppp/4p3/2ppPb2/3P4/2N1BN2/P1P1BPPP/Rq2K2R w KQkq - 0 1,1,a1b1,0.73
rn2kbnr/pp3ppp/4p3/2ppPb2/1q1P4/2N1BN2/P1P1BPPP/RQ2K2R w KQkq - 0 1,1,a2a3,0.8
rn2kbnr/pp3ppp/4p3/2ppPb2/3P4/2q1BN2/P1P1BPPP/RQ2K2R w KQkq - 0 1,1,e3d2,1.84
r4k1r/pp1Rnppp/1b6/4Pp2/8/8/PN2BPPP/5RK1 b - - 0 1,8,e7c6,0.33
r3k2r/pppb1ppp/3b4/3p4/3P2q1/2P3P1/P1P1BP1P/R1BQ1RK1 b kq - 0 1,1,g4e6,-0.07
r3k2r/pppb1ppp/3b4/3p4/3P2q1/2PB1PP1/P1P4P/R1BQ1RK1 b kq - 0 1,1,g4h3,-0.02
r3k2r/pppb1ppp/3b4/3p4/3P2Q1/2PB2P1/P1P2P1P/R1B2RK1 b kq - 0 1,1,d7g4,0.08
r3k2r/pppb1ppp/3b4/3p4/3P2q1/2PB2P1/P1P2P1P/R1BQR1K1 b kq - 0 1,8,e8f8,0.32
r3k2r/pppb1ppp/3b4/3p4/3P4/2PB1QPq/P1P2P1P/R1B2RK1 b kq - 0 1,1,e8g8,0.14
r3k2r/pppb1ppp/3b4/3p4/3P4/2PB2Pq/P1P2P1P/1RBQ1RK1 b kq - 0 1,1,e8c8,0.04
r3k2r/pppb1ppp/3b4/3p4/3P4/2PB2Pq/P1P2P1P/R1BQR1K1 b kq - 0 1,8,d7e6,0.44
r5k1/pp1bRrp1/2p3p1/3p1p2/P2P4/2PB4/2P2PPP/R5K1 w - - 0 1,8,e7e5,0.55
3r1rk1/pp1bR1p1/2p3p1/3p1p2/P2P4/2PB4/2P2PPP/R5K1 w - - 0 1,1,a1b1,0.6
r2r2k1/pp1bR1p1/2p3p1/3p1p2/P2P4/2PB4/2P2PPP/R5K1 w - - 0 1,1,f2f4,0.66
r4r2/pp3kpp/2pbb3/3P1pB1/P2P4/3B4/2P2PPP/R3R1K1 b - - 0 1,8,c6d5,0.45
r4r2/pp3kpp/2pbb3/3p1pB1/P1PP4/3B4/2P2PPP/1R2R1K1 b - - 0 1,1,a8b8,0.47
r4r2/pp3kpp/2pbb3/2Pp1pB1/P2P4/3B4/2P2PPP/R3R1K1 b - - 0 1,1,d6c7,0.48
4rrk1/pp1b2pp/2p2q2/3pRp2/1bPP1B2/3B1Q2/P1P2PPP/R5K1 b - - 0 1,1,b4d6,0.47
4Rrk1/pp1b2pp/2p2q2/3p1p2/1bPP1B2/3B1Q2/P1P2PPP/R5K1 b - - 0 1,8,f8e8,2.27
4rrk1/pp1b2pp/2p2q2/3pBp2/1bPP4/3B1Q2/P1P2PPP/R3R1K1 b - - 0 1,1,f6f7,-0.18
4rrk1/pp1b2pp/2pb1q2/5p2/2BP1B2/5Q2/P1P2PPP/R3R1K1 b - - 0 1,8,g8h8,0.18
r2q1rk1/pp1b3p/2pb2pB/3p1p2/3P4/2PB1Q2/P1P2PPP/R3R1K1 b - - 0 1,1,d8h4,-0.14
r2q1rk1/pp1b3p/2pb2p1/3p1p2/2PP4/3B1Q2/P1P2PPP/R1B1R1K1 b - - 0 1,1,d8h4,0.07
r2q1rk1/pp1b3p/2pb2p1/3p1p2/3P1B2/2PB1Q2/P1P2PPP/R3R1K1 b - - 0 1,8,d8c7,0.34
r2qk2r/ppp2ppp/3bb3/3p4/3P4/2PB1Q2/P1P2PPP/R1B2RK1 b kq - 0 1,1,e8g8,0.0
r2qk2r/ppp2ppp/3bb3/3p4/3P4/2PB4/P1P2PPP/R1BQR1K1 b kq - 0 1,1,d8d7,0.1
r2qk2r/ppp2ppp/3bb3/3p3Q/3P4/2PB4/P1P2PPP/R1B2RK1 b kq - 0 1,1,g7g6,0.21
r2qk2r/ppp2ppp/3bb3/3p4/3P1P2/2PB4/P1P3PP/R1BQ1RK1 b kq - 0 1,1,d8h4,0.15
r2qk2r/ppp2ppp/3bb3/3p4/3P4/2PB4/P1P2PPP/1RBQ1RK1 b kq - 0 1,8,b7b6,0.33
r1b2rk1/1p1nb1pp/p1n1pp1P/q1ppP3/3P1P2/2P1BN2/PP2N1P1/R1Q1KB1R b KQ - 0 1,8,g7g5,0.69
r1b2rk1/1p1nb1pp/p1n1pp2/q1ppP2P/3P1P2/P1P1BN2/1P2N1P1/R1Q1KB1R b KQ - 0 1,1,h7h6,0.5
r1b2rk1/1p1nb1pp/p1n1pp2/q1ppP2P/3P1P2/2P1BN2/PP1QN1P1/R3KB1R b KQ - 0 1,1,b7b5,0.16
r1b2rk1/1p1nb1pp/p1n1pp2/q1ppP2P/3P1P2/2P2N2/PP1BN1P1/R1Q1KB1R b KQ - 0 1,1,a5c7,0.19
r1b2rk1/1p1nb1pp/p1n1pp2/q1ppP2P/3P1P2/2P1BN2/PP2NKP1/R1Q2B1R b - - 0 1,8,c5d4,0.56
r1b2rk1/1p1nb1pp/p1n1pp2/q1PpP2P/5P2/2P1BN2/PP2N1P1/R1Q1KB1R b KQ - 0 1,1,f6e5,-0.6
r1b2rk1/1p1nb1p1/1qn1pp1p/p1ppP2P/3P1PP1/2P1BN1R/PP2N3/R1Q1KB2 b Q - 0 1,8,c5d4,-0.02
r1b2rk1/1p1nb1p1/1qn1pp1p/p1ppP2P/3P1P2/2P1BN1R/PP2NKP1/R1Q2B2 b - - 0 1,1,f6e5,0.16
r1b2rk1/1p1nb1p1/1qn1pp1p/p1ppP2P/3P1P2/2P1BN1R/PP1QN1P1/R3KB2 b Q - 0 1,1,a5a4,0.16
r1b2rk1/1p1nb1p1/1qn1pp1p/p1ppP2P/3P1P2/2P1BN1R/PPQ1N1P1/R3KB2 b Q - 0 1,8,a5a4,0.4
r1b2rk1/1p1nb1p1/1qn1pp1p/p1ppP2P/3P1P2/2P1BNR1/PP2N1P1/R1Q1KB2 b Q - 0 1,1,f8f7,0.16
r1b2rk1/1p1nb1p1/1qn1pp1p/p1ppP2P/3P1P1N/2P1B2R/PP2N1P1/R1Q1KB2 b Q - 0 1,1,f6e5,-0.85
r1b3k1/1p1n1rp1/p1n1p2p/2ppP2P/3P4/2P1QN1R/Pq2N1P1/2R2BK1 b - - 0 1,8,c6e7,0.09
r1b3k1/1p1n1rp1/p1n1p2p/2ppP2P/3P4/2P1QN1R/Pq2N1P1/3R1BK1 b - - 0 1,1,b2a2,0.31
r1b3k1/1p1n1rp1/p1n1p2p/2ppP2P/3P4/2P1QN1R/Pq2N1P1/4RBK1 b - - 0 1,8,c6e7,0.36
r1b1kb1r/1p1n1p1p/pqn1p3/2ppP3/3P1B2/2P2N2/PP2N1PP/R1Q1KB1R b KQkq - 0 1,1,f7f6,0.02
r1b1kb1r/1p1n1p1p/pqn1p3/2ppP3/3P1N2/2P1BN2/PP4PP/R1Q1KB1R b KQkq - 0 1,8,c5d4,1.61
r1b2rk1/pp1n1ppp/1q2p3/1NbpP3/1P1B1P2/8/P1P1B1PP/R2QK2R b KQ - 0 1,1,c5b4,-0.23
r1b2rk1/pp1n1ppp/1q2p3/1NbpP3/3B1P2/8/PPP1B1PP/R2Q1RK1 b - - 0 1,1,a7a6,-0.4
r1b2rk1/pp1n1ppp/1q2p3/1NbpP3/3B1P2/8/PPP1B1PP/1R1QK2R b K - 0 1,1,f7f6,-0.19
r1b2rk1/pp1n1ppp/1q2p3/1NbpP3/3B1P2/2P5/PP2B1PP/R2QK2R b KQ - 0 1,1,a7a6,0.0
r1b2rk1/pp1n1ppp/1q2p3/1NBpP3/5P2/8/PPP1B1PP/R2QK2R b KQ - 0 1,8,b6c5,0.34
r1b1k2r/pp1n1ppp/4p3/3pP3/5P2/2N5/PqPQ2PP/1R2KB1R b Kkq - 0 1,8,b2a3,0.39
r2q1rk1/1b1n1ppp/p1n1p3/1p1pP2P/1b3P2/1NN1B3/PPPQ2P1/1K1R1B1R b - - 0 1,8,a8c8,0.76
r2q1rk1/1b1n1ppp/p1n1p3/1p1pP3/1b3P1P/1NNBB3/PPPQ2P1/1K1R3R b - - 0 1,1,a8c8,0.49
r2q1rk1/1b1n1ppp/p1n1p3/1p1pP3/1b3P1P/PNN1B3/1PPQ2P1/1K1R1B1R b - - 0 1,1,b4e7,0.61
r2q1rk1/1b1n1ppp/p1n1p3/1p1pP3/1b3P1P/1NN1B2R/PPPQ2P1/1K1R1B2 b - - 0 1,8,f7f6,0.58
r2q1rk1/5ppp/pnb1p3/1p1pP3/1b3P1P/2N1B3/PPPQ2P1/1K1R1B1R w - - 0 1,8,d2f2,1.14
r1bq1rk1/pp1n1ppp/4p3/2bpP3/3B1P2/2N5/PPPQ2PP/2KR1B1R b - - 0 1,8,a7a6,0.48
rnb1k1r1/ppq1npQp/4p3/3pP3/8/P1pB4/2P1NPPP/R1B1K2R w KQq - 0 1,8,g7h7,0.31
r2qk1r1/pb2np1Q/4p1n1/1B1p4/5B2/P1p5/2P2PPP/R3K1NR b KQq - 0 1,8,d8d7,5.66
r2qk1r1/pb2np1Q/4p1n1/3p4/8/P1p3B1/2P2PPP/R3KBNR b KQq - 0 1,1,d5d4,-1.88
r2qk1r1/pb2np1Q/4p1n1/3p2B1/8/P1p5/2P2PPP/R3KBNR b KQq - 0 1,1,d8b6,-1.17
rnb2rk1/pp3pbp/1qpp1np1/4p3/3PPP2/2NBBN2/PPP3PP/1R1QK2R w K - 0 1,1,f4e5,1.19
rnb2rk1/pp2ppbp/1qpp2p1/8/3PPPn1/2NBBN2/PPP3PP/1R1QK2R w K - 0 1,1,e3g1,0.61
r1b2rk1/pp1nppbp/1qpp1np1/8/3PPP2/2NBBN2/PPP3PP/1R1QK2R w K - 0 1,1,d1e2,0.6
rn3rk1/pp2ppbp/1qpp1np1/8/3PPPb1/2NBBN2/PPP3PP/1R1QK2R w K - 0 1,1,h2h3,0.97
rnbqk1nr/2p1ppb1/p2p2pp/1p5P/3PP3/2N1B3/PPPQ1PP1/R3KBNR b KQkq - 0 1,1,g6g5,0.42
rnbqk1nr/2p1ppb1/p2p2pp/1p6/3PP2P/2N1B3/PPPQ1PP1/2KR1BNR b kq - 0 1,8,g8f6,0.66
rnbqk1nr/2p1ppb1/p2p2pp/1p6/3PP2P/P1N1B3/1PPQ1PP1/R3KBNR b KQkq - 0 1,1,c8b7,0.4
rnbqk1nr/2p1ppb1/p2p2pp/1p6/P2PP2P/2N1B3/1PPQ1PP1/R3KBNR b KQkq - 0 1,1,b5b4,0.54
rnbqk1nr/2p1ppb1/p2p2pp/1p6/3PP2P/2N1B3/PPPQNPP1/R3KB1R b KQkq - 0 1,1,b8d7,0.46
rnbqk1nr/2p1ppb1/p2p2pp/1p6/3PPP1P/2N1B3/PPPQ2P1/R3KBNR b KQkq - 0 1,1,h6h5,0.45
rnbqk1nr/2p1ppb1/p2p2pp/1p6/3PP2P/2NBB3/PPPQ1PP1/R3K1NR b KQkq - 0 1,1,b8d7,0.58
r2qk1nr/2pnppb1/p2p2p1/1p5p/3PP2P/2N1B2R/PPP1QPP1/R3KB2 w Qkq - 0 1,8,e1c1,0.71
r2qk1nr/1ppn1pb1/p2pp1p1/7p/3PP2P/2N1B2R/PPP1QPP1/R3KB2 w Qkq - 0 1,1,e3g5,0.82
r2qk2r/1ppnppb1/p2p1np1/7p/3PP2P/2N1B2R/PPP1QPP1/R3KB2 w Qkq - 0 1,8,e1c1,1.0
r2qk1nr/1p1nppb1/p2p2p1/2p4p/3PP2P/2N1B2R/PPP1QPP1/R3KB2 w Qkq - 0 1,8,e1c1,0.69
r2qk1nr/1p1nppb1/p1pp2p1/7p/3PP2P/2N1B2R/PPP1QPP1/R3KB2 w Qkq - 0 1,1,e1c1,0.59
rnbq1rk1/2p1ppbp/p2p1np1/1p6/3PPP2/2N1BN1P/PPP3P1/R2QKB1R w KQ - 0 1,8,e4e5,0.58
rnbq1rk1/1pp2pbp/p2ppnp1/8/3PPP2/2N1BN1P/PPP3P1/R2QKB1R w KQ - 0 1,8,f1d3,0.8
rn1qkb1r/ppp1pppp/8/3n4/2PP4/5b2/PP3PPP/RNBQKB1R w KQkq - 0 1,1,d1f3,0.65
rn1qkb1r/ppp1pppp/5n2/8/2PP2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 0 1,1,f1e2,0.76
rn1qkb1r/ppp1pppp/8/8/1nPP2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 0 1,1,d1a4,1.7
r3k2r/1pqnbp2/p2p1np1/4p1Bp/2P5/1N1B1P2/PP1Q2PP/1KR4R w kq - 0 1,8,h2h4,0.14
r3k2r/1pq1bp2/p2p1np1/4p1Bp/n1P5/1N1B1P2/PP1Q2PP/1KR4R w kq - 0 1,1,h1e1,0.41
r4rk1/1pq1bp2/pn1p1np1/4p1Bp/2P5/1N1B1P2/PP1Q2PP/1KR4R w - - 0 1,8,h2h4,0.37
2kr3r/1pq1bp2/pn1p1np1/4p1Bp/2P5/1N1B1P2/PP1Q2PP/1KR4R w - - 0 1,8,g5f6,4.62
2r1kb1r/1p3p2/p2p2p1/3Qp2p/8/1N3P2/PPq3PP/1K1R2BR w k - 0 1,8,b1a1,3.26
2r1kb1r/1p3p2/p2p2p1/3qp2p/8/1N3P2/PP4PP/1K1R2BR w k - 0 1,1,d1d5,2.94
q6k/3nb1pp/8/3np1P1/1p6/1P2B1N1/1PKQ3P/5B2 w - - 0 1,8,h2h4,0.15
7k/2nnb1pp/8/3qp1P1/1p6/1P2B1N1/1PKQ3P/5B2 w - - 0 1,8,f1c4,1.03
r3kb1r/pp3pp1/2n1p1bp/2npP3/2PN3q/4B3/PP2BPP1/RN1Q1RK1 w kq - 0 1,1,c4d5,1.04
r2qkb1r/pp3pp1/4p1bp/2npn3/2PN3P/4B3/PP2BPP1/RN1Q1RK1 w kq - 0 1,8,c4d5,1.9
r2qkb1r/pp3pp1/4p1bp/2npP3/2Pn3P/4B3/PP2BPP1/RN1Q1RK1 w kq - 0 1,1,d1d4,0.7
r2qkb1r/pp3pp1/2n1p1bp/2n1P3/2pN3P/4B3/PP2BPP1/RN1Q1RK1 w kq - 0 1,8,d4c6,0.43
r2qk2r/pp2bpp1/2n1p1bp/2npP3/2PN3P/4B3/PP2BPP1/RN1Q1RK1 w kq - 0 1,1,c4d5,0.64
r1nqkb1r/pp1n2pp/2p1pp2/3pPb2/3P4/2P5/PP2BPPP/RNBQNRK1 w kq - 0 1,1,f2f4,0.9
r1nqk2r/pp1nbppp/2p1p3/3pPb2/3P4/2P5/PP2BPPP/RNBQNRK1 w kq - 0 1,8,g2g4,0.92
r1nqkb1r/pp1n1pp1/2p1p2p/3pPb2/3P4/2P5/PP2BPPP/RNBQNRK1 w kq - 0 1,1,e1d3,0.62
r1nqkb1r/pp1n1ppp/4p3/2ppPb2/3P4/2P5/PP2BPPP/RNBQNRK1 w kq - 0 1,1,e1d3,0.56
r2qkbnr/1p3ppp/1np1p3/p3Pb2/2BP4/5N2/PP3PPP/RNBQ1RK1 w kq - 0 1,1,c4d3,0.37
r2qkb1r/1p1nnppp/2p1p3/p3Pb2/2BP4/5N2/PP3PPP/RNBQ1RK1 w kq - 0 1,1,b1c3,0.24
r2qkbnr/1p1n1pp1/2p1p2p/p3Pb2/2BP4/5N2/PP3PPP/RNBQ1RK1 w kq - 0 1,1,b1c3,0.24
r2qkb1r/1p1nnpp1/2p1p2p/p2pPb2/2PP4/2N2N2/PP2BPPP/R1BQ1RK1 w kq - 0 1,1,b2b3,0.7
r2qkb1r/1p1nnppp/2p1p3/p3Pb2/2pP4/2N2N2/PP2BPPP/R1BQ1RK1 w kq - 0 1,1,e2c4,0.25
r2qkb1r/1p1nnppp/2p1p1b1/p2pP3/2PP4/2N2N2/PP2BPPP/R1BQ1RK1 w kq - 0 1,1,c4d5,1.15
r2qkb1r/1p1n1ppp/2p1p1n1/p2pPb2/2PP4/2N2N2/PP2BPPP/R1BQ1RK1 w kq - 0 1,1,c4d5,1.17
r2qkb1r/1p1nnppp/2p1p1b1/p2pP3/P1PP4/N4N2/1P2BPPP/R1BQ1RK1 b kq - 0 1,1,d5c4,0.24
r2qkb1r/1p1nnppp/2p1p1b1/p2pP3/P2P3N/N7/1PP1BPPP/R1BQ1RK1 b kq - 0 1,1,e7f5,0.15
r2qkb1r/1p1nnppp/2p1p1b1/p2pP3/P2P4/N1P2N2/1P2BPPP/R1BQ1RK1 b kq - 0 1,8,e7f5,0.46
3R1rk1/1p3ppp/p1n1p3/4Pn2/Qbp5/2N5/PP2BPPP/2K5 b - - 0 1,1,f8d8,0.4
3r1rk1/1p3ppp/p1n1p3/4Pn2/Qbp5/2N2B2/PP3PPP/2KR4 b - - 0 1,8,f5e7,0.6
3r1rk1/1p3ppp/p1n1p3/4Pn2/Qbp5/P1N5/1P2BPPP/2KR4 b - - 0 1,1,b4e7,0.19
3r1rk1/1p3ppp/p1n1p3/4Pn2/QbB5/2N5/PP3PPP/2KR4 b - - 0 1,1,f5d4,0.0
3r1rk1/1p3ppp/p1n1p3/4Pn2/Qbp2P2/2N5/PP2B1PP/2KR4 b - - 0 1,1,f5d4,-0.23
r1q2rk1/1p2bppp/pBn1p3/4Pn2/Q1p2PP1/2N5/PP2B2P/2KR3R b - - 0 1,8,f5h4,0.94
r1q2rk1/1p2bppp/pBn1p3/4Pn2/2Q2P2/2N5/PP2B1PP/2KR3R b - - 0 1,1,e7d8,0.44
r3kb1r/1p2nppp/p1n1p3/Q3P3/3N4/2NRB3/PP3PPP/2K4R b kq - 0 1,1,c6a5,0.36
r3kb1r/1p2nppp/p1N1p3/q3P3/Q7/2NRB3/PP3PPP/2K4R b kq - 0 1,1,a5a4,0.11
r3kb1r/1p2nppp/p1n1p3/q3P3/3N4/1QNRB3/PP3PPP/2K4R b kq - 0 1,8,a5b4,0.96
2r1k2r/1p2bppp/pBn1p3/4Pn2/2B2P2/2N5/PP4PP/2KR3R w k - 0 1,1,c4e2,0.38
r2bk2r/1p3ppp/pBn1p3/4Pn2/2B2P2/2N5/PP4PP/2KR3R w kq - 0 1,1,b6f2,0.49
r3k2r/1p2bpp1/pBn1p3/4Pn1p/2B2P2/2N5/PP4PP/2KR3R w kq - 0 1,1,c1b1,0.72
r3k2r/1p2bp1p/pBn1p3/4Pnp1/2B2P2/2N5/PP4PP/2KR3R w kq - 0 1,1,g2g4,0.35
r4rk1/1p2bppp/pBn1p3/4Pn2/2B2P2/2N5/PP4PP/2KR3R w - - 0 1,1,c1b1,1.0
r3kbnr/pp3ppp/2n1p3/3pPb2/2pP4/2N1BN2/P1q1BPPP/1R2QRK1 w kq - 0 1,8,e2d1,0.93
r3kbnr/pp3ppp/2n1p3/3pPb2/2pP4/q1N1BN2/P1P1BPPP/1R2QRK1 w kq - 0 1,8,c3b5,0.75
rn1qk1nr/pp2bppp/2p1p3/3pPb2/3P4/5N2/PPP1BPPP/RNBQ1RK1 b kq - 0 1,1,g8h6,0.39
rn1qk1nr/pp2bppp/2p1p3/3pPb2/3P4/5N2/PPPNBPPP/R1BQK2R b KQkq - 0 1,1,c6c5,0.16
r2qk1nr/pp2ppbp/2n3p1/4Pb2/2Bp4/5NQ1/PPP1NPPP/R1B1K2R w KQkq - 0 1,1,e1g1,1.14
r2qk1nr/pp2pp1p/2n3p1/4Pb2/2Bp4/5NQ1/PPP1NPPP/R1b1K2R w KQkq - 0 1,1,a1c1,0.87
r2qk1nr/pp2pp1p/2n3pb/4P3/2Bp4/5NQ1/PPb1NPPP/R1B1K2R w KQkq - 0 1,8,e1g1,0.41
r3k1nr/pp2pp1p/2n3pb/q3Pb2/2Bp4/5NQ1/PPP1NPPP/R1B1K2R w KQkq - 0 1,1,c2c3,0.5
r1bqkbnr/1p2p1pp/p1n2p2/3pP3/5Q2/2N2N2/PPP2PPP/R1B1KB1R w KQkq - 0 1,8,f4g3,0.32
r1bqkbnr/pp2p1pp/2n2p2/4P3/3p1Q2/2N2N2/PPP2PPP/R1B1KB1R w KQkq - 0 1,1,c3b5,1.68
r1bqkbnr/pp4pp/2n1pp2/3pP3/5Q2/2N2N2/PPP2PPP/R1B1KB1R w KQkq - 0 1,1,c3b5,0.76
r1bqkbnr/pp2p2p/2n2p2/3pP1p1/5Q2/2N2N2/PPP2PPP/R1B1KB1R w KQkq - 0 1,1,f4a4,1.07
r1bqkb1r/pp2p1pp/2n2p1n/3pP3/5Q2/2N2N2/PPP2PPP/R1B1KB1R w KQkq - 0 1,1,e5f6,0.99
r4rk1/pBp2ppp/8/4P3/6b1/8/PPn2P1P/RNB2RK1 b - - 0 1,1,a8b8,0.17
r4rk1/ppp2ppp/8/3BP3/6b1/2N5/PPn2P1P/R1B2RK1 b - - 0 1,1,c2a1,0.21
r4rk1/ppp2ppp/8/3BP3/5Bb1/8/PPn2P1P/RN3RK1 b - - 0 1,8,c2a1,0.55
r4rk1/ppp2ppp/8/3BP3/6b1/N7/PPn2P1P/R1B2RK1 b - - 0 1,1,c2a1,-0.67
r4rk1/ppp2ppp/8/3BP3/6b1/5P2/PPn4P/RNB2RK1 b - - 0 1,1,g4f5,-1.77
r4rk1/ppp2ppp/8/4P3/4B1b1/8/PPn2P1P/RNB2RK1 b - - 0 1,1,c2a1,0.41
r4k1r/pppb1ppp/3b4/3p4/3P2q1/2PB1PP1/P1P4P/R1BQR1K1 b - - 0 1,1,g4h5,-0.01
r4k1r/pppb1ppp/3b4/3p4/3P2q1/2P3P1/P1P1BP1P/R1BQR1K1 b - - 0 1,8,g4g6,0.31
r4k1r/pppb1ppp/3b4/3p4/3P2Q1/2PB2P1/P1P2P1P/R1B1R1K1 b - - 0 1,1,d7g4,0.14
2kr3r/pppb1ppp/3b4/3p4/3Pn2P/3B1P2/PPP4P/R1BQR1K1 b - - 0 1,8,e4f6,5.55
2kr3r/pppb1ppp/3b4/3p4/3PB2P/8/PPP2P1P/R1BQR1K1 b - - 0 1,1,d5e4,5.29
2kr3r/pppb1ppp/3b4/3p4/2PPn2P/3B4/PP3P1P/R1BQR1K1 b - - 0 1,8,g7g5,5.61
2kr3r/pppb1ppp/3b4/3p4/3Pn2P/3B1Q2/PPP2P1P/R1B1R1K1 b - - 0 1,1,d8e8,5.2
r3k2r/ppp1qppp/3bb3/3p4/3P4/2PB2P1/P1P2P1P/R1BQR1K1 w kq - 0 1,1,a1b1,1.08
r3k2r/ppp2ppp/3bb3/3p4/3P4/2PB2Pq/P1P2P1P/R1BQR1K1 w kq - 0 1,8,a1b1,0.35
r3k2r/ppp2ppp/3bbq2/3p4/3P4/2PB2P1/P1P2P1P/R1BQR1K1 w kq - 0 1,8,d1h5,1.37
r2qk2r/p1pb1pp1/1p1b4/7p/2pP4/3B4/P1P2PPP/1RBQR1K1 b kq - 0 1,8,e8f8,0.44
r2qk2r/p1pb1pp1/1p1b4/7p/2BP4/8/P1P2PPP/1RBQ1RK1 b kq - 0 1,8,d8f6,0.41
r4rk1/ppqb2pp/2pb4/P2p1p1Q/3P4/2PB4/2P2PPP/R1B1R1K1 b - - 0 1,8,a8e8,0.07
r4rk1/ppqb2pp/2pb4/3p1pBQ/P2P4/2PB4/2P2PPP/R3R1K1 b - - 0 1,8,a8e8,0.06
r4rk1/ppqb2pp/2pb4/3p1p1Q/P2P4/2PB2P1/2P2P1P/R1B1R1K1 b - - 0 1,1,a8e8,0.03
r4rk1/ppqb2pp/2pb4/3p1p1Q/P2P4/2PB4/2PB1PPP/R3R1K1 b - - 0 1,8,b7b5,0.09
r4rk1/ppqb2pp/2pb4/3p1p1Q/P2P4/B1PB4/2P2PPP/R3R1K1 b - - 0 1,1,d6a3,0.0
r4rk1/ppqb2pp/2pb4/3p1p1Q/P2P4/2PB3P/2P2PP1/R1B1R1K1 b - - 0 1,8,a8e8,0.03
r4rk1/ppqb2pp/2pb4/3p1p1Q/P1PP4/3B4/2P2PPP/R1B1R1K1 b - - 0 1,8,d7e8,0.08
r4r2/pp3kp1/2pbb2p/2Pp1p2/P2P4/3B4/2PB1PPP/R3R1K1 b - - 0 1,1,d6c7,0.34
r4r2/pp3kp1/2pbb2p/3p1p2/P1PP4/3B4/2PB1PPP/1R2R1K1 b - - 0 1,8,b7b6,0.49
r4r2/pp3kp1/2pbb2p/3P1p2/P2P4/3B4/2PB1PPP/R3R1K1 b - - 0 1,8,c6d5,0.61
r4rk1/pp1b2pp/2pb4/q2p1p1Q/P2P4/B1PB4/2P2PPP/R3R1K1 b - - 0 1,1,d6a3,0.02
r4rk1/pp1b2pp/2pb4/q2p1p1Q/P2P4/2PB4/2PB1PPP/R3R1K1 b - - 0 1,8,a8e8,0.14
4rrk1/pppb1qpp/3b4/3p1p2/3P1B2/2PB1Q2/P1P2PPP/R3RK2 b - - 0 1,8,d6f4,0.25
4rrk1/pppb1qpp/3b4/3p1p2/3P1B1P/2PB1Q2/P1P2PP1/R3R1K1 b - - 0 1,1,b7b5,0.27
4rrk1/pppb1qpp/3B4/3p1p2/3P4/2PB1Q2/P1P2PPP/R3R1K1 b - - 0 1,8,c7d6,0.22
r2q1rk1/pppb2p1/3b3p/3p1p1Q/3P4/2PB4/P1P2PPP/1RB1R1K1 b - - 0 1,8,b7b6,0.11
r2q1rk1/pppb2p1/3b3p/3p1p1Q/3P4/2PB4/P1PB1PPP/R3R1K1 b - - 0 1,8,d8f6,0.08
