fen,time,move,val
r2q1rk1/pppb2p1/3b3p/3p1p1Q/2PP4/3B4/P1P2PPP/R1B1R1K1 b - - 0 1,1,d8f6,-0.05
r2q1rk1/pppb2p1/3b3p/3p1p2/3P4/2PB1Q2/P1P2PPP/R1B1R1K1 b - - 0 1,8,c7c6,0.13
r2q1rk1/pppb2p1/3b3B/3p1p1Q/3P4/2PB4/P1P2PPP/R3R1K1 b - - 0 1,1,g7h6,0.0
rnbqkb1r/pp3ppp/1n6/3PP3/2B5/2N5/PP4PP/R1BQK1NR b KQkq - 0 1,1,d8h4,-4.12
rnbqkb1r/pp3ppp/1n1P4/4P3/2p5/2N5/PP4PP/R1BQKBNR b KQkq - 0 1,8,b8c6,1.56
rnbqkb1r/pp3ppp/1n6/3PP3/2p5/2N1B3/PP4PP/R2QKBNR b KQkq - 0 1,1,f8b4,-0.16
rnbqkb1r/pp3ppp/1n6/3PP3/2pQ4/2N5/PP4PP/R1B1KBNR b KQkq - 0 1,1,f8b4,-0.16
rnbqkb1r/pp3ppp/1n6/3PP3/2p2B2/2N5/PP4PP/R2QKBNR b KQkq - 0 1,1,f8b4,-0.12
rnbqkb1r/pp3ppp/1n6/3PP3/2p5/2N2N2/PP4PP/R1BQKB1R b KQkq - 0 1,1,f8b4,0.73
r1b3k1/1p2brp1/pqn1p2p/2ppP2P/8/2P1BN1R/PP2NKP1/R1Q2B2 b - - 0 1,8,c6e5,2.01
r1b3k1/1p2brp1/pqn1p2p/2ppn2P/3P4/2P1BN1R/PP2N1P1/R1Q2BK1 b - - 0 1,1,c5d4,-3.27
r1b2rk1/1p1nb1pp/pq2pp2/3pP2P/3n1P2/2P1BN2/PP4P1/R1Q1KB1R w KQ - 0 1,8,e3d4,0.95
r1b2rk1/1p1nb1pp/pqn1p3/3pp2P/3N1P2/2P1BN2/PP4P1/R1Q1KB1R w KQ - 0 1,1,d4e6,1.69
r1b2rk1/1p1n2pp/pqn1pp2/2bpP2P/3N1P2/2P1BN2/PP4P1/R1Q1KB1R w KQ - 0 1,1,b2b4,1.49
r1b2rk1/1p2b1pp/pqn1pp2/2npP2P/3N1P2/2P1BN2/PP4P1/R1Q1KB1R w KQ - 0 1,1,h5h6,2.03
r1bn1rk1/1p1nb1pp/pq2pp2/3pP2P/3N1P2/2P1BN2/PP4P1/R1Q1KB1R w KQ - 0 1,1,f1d3,1.0
r1b2rk1/1p1n1ppp/pq2p3/2bpP3/3B1P2/2PB1N2/PP4PP/R1Q1K2R b KQ - 0 1,8,f7f5,0.95
r1b2rk1/1p1n1ppp/pq2p3/2bpP3/1P1B1P2/2P2N2/P5PP/R1Q1KB1R b KQ - 0 1,1,c5d4,-0.14
r1b2rk1/1p1n1ppp/pq2p3/2bpP3/3B1P2/2P2N2/PP1Q2PP/R3KB1R b KQ - 0 1,1,c5d4,0.73
r1b2rk1/pp3pp1/2n1p1p1/3pP1B1/q1pP1PQ1/P1P5/2P1N1PP/R4RK1 w - - 0 1,1,g4h4,3.85
r1b2rk1/pp4pp/2n1p1p1/3pP1B1/q1pP1PQ1/P1P5/2P1N1PP/R4RK1 w - - 0 1,8,f4f5,0.96
rnb1k1r1/ppq1np1Q/4p3/3pP3/8/P1pB4/2P1NPPP/R1B1K2R b KQq - 0 1,8,c7e5,0.35
rnb1k1r1/ppq1np1p/4p2Q/3pP3/8/P1pB4/2P1NPPP/R1B1K2R b KQq - 0 1,1,c7e5,-0.07
rnb2knr/ppq3pp/4pp2/1BppP3/3P4/P1P3Q1/2P2PPP/R1B1K1NR b KQ - 0 1,1,c5d4,0.61
rnb2knr/ppq3pp/4pp2/1BppP3/3P2Q1/P1P5/2P1NPPP/R1B1K2R b KQ - 0 1,1,a7a6,-1.36
rnb2knr/ppq3pp/4pp2/1BppP3/3P2Q1/P1P2N2/2P2PPP/R1B1K2R b KQ - 0 1,8,a7a6,0.88
rnb2knr/ppq3pp/4pp2/1BppP3/P2P2Q1/2P5/2P2PPP/R1B1K1NR b KQ - 0 1,1,c5d4,0.32
rnb2knr/ppq3pp/4pP2/1Bpp4/3P2Q1/P1P5/2P2PPP/R1B1K1NR b KQ - 0 1,1,g8f6,-0.07
r4rk1/ppq1bppp/5n2/2p2Q2/8/4BN2/PPP2PPP/R4RK1 w - - 0 1,8,f1e1,0.07
r1bqk2r/1ppnppbp/p2p4/7Q/3PP3/2N1B3/PPP2PP1/2KR1BN1 b kq - 0 1,1,d7f6,-0.03
r1bqk2r/1ppnppbp/p2p4/7Q/2BPP3/2N1B3/PPP2PP1/R3K1N1 b Qkq - 0 1,8,e8g8,1.01
r1bqk2r/1ppnppbp/p2p4/7Q/3PP3/2N1BN2/PPP2PP1/R3KB2 b Qkq - 0 1,1,d7f6,-0.16
r1bq1rk1/ppp1ppbp/2np1np1/8/3PP3/2N1B3/PPPQ1PPP/2KR1BNR w - - 0 1,1,f2f3,0.95
rnbq1rk1/pp2ppbp/2pp1np1/8/3PP3/2N1B3/PPPQ1PPP/2KR1BNR w - - 0 1,1,h2h4,0.74
rnbq1rk1/ppp2pbp/3p1np1/4p3/3PP3/2N1B3/PPPQ1PPP/2KR1BNR w - - 0 1,1,d4e5,2.39
rnbq1rk1/ppp1ppbp/3p2p1/8/3PP1n1/2N1B3/PPPQ1PPP/2KR1BNR w - - 0 1,1,e3f4,0.78
r1bq1rk1/pppnppbp/3p1np1/8/3PP3/2N1B3/PPPQ1PPP/2KR1BNR w - - 0 1,1,f2f3,0.93
rnbq1rk1/pp2ppbp/2pp1npB/8/P2PP3/2N5/1PPQ1PPP/R3KBNR b KQ - 0 1,1,b8d7,0.36
rnbq1rk1/pp2ppbp/2pp1np1/8/P2PP3/2N1B2P/1PPQ1PP1/R3KBNR b KQ - 0 1,8,b8d7,0.38
rnbq1rk1/pp2ppbp/2pp1np1/8/P2PP3/2N1BP2/1PPQ2PP/R3KBNR b KQ - 0 1,8,b8d7,0.52
rnbqkb1r/4pp1p/2pp1np1/pp6/3PP3/P1N1B2P/1PP2PP1/R2QKBNR w KQkq - 0 1,1,e4e5,0.81
r1bqkb1r/p2npp1p/2pp1np1/1p6/3PP3/P1N1B2P/1PP2PP1/R2QKBNR w KQkq - 0 1,1,f2f4,0.69
rnbqk2r/p3ppbp/2pp1np1/1p6/3PP3/P1N1B2P/1PP2PP1/R2QKBNR w KQkq - 0 1,1,e4e5,0.63
rnbqkb1r/4pp1p/p1pp1np1/1p6/3PP3/P1N1B2P/1PP2PP1/R2QKBNR w KQkq - 0 1,1,f2f4,0.84
rnbqk2r/ppp1ppbp/6p1/3n4/3P4/5N1P/PPP2PP1/RNBQKB1R w KQkq - 0 1,8,c2c4,0.63
rnbqkb1r/ppp2p1p/4p1p1/3n4/3P4/5N1P/PPP2PP1/RNBQKB1R w KQkq - 0 1,1,c1g5,0.57
rn1qkb1r/pp1bpp1p/3p1np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 1,1,f2f3,0.62
rn1qkb1r/1p1bpppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 1,1,d1d2,0.48
rn1qkb1r/pp1b1ppp/3p1n2/4p3/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 1,1,d4b5,1.26
rn1qkb1r/pp1bpppp/3p4/8/3NP1n1/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 1,8,e3c1,0.37
2rqk2r/1p1n1pb1/p2p1np1/3Pp2p/8/1N2BP2/PPPQ2PP/1K1R1BR1 b k - 0 1,1,e8g8,0.34
2rqk2r/1p1n1pb1/p2p1np1/3Pp2p/8/1N2BP1P/PPPQ2P1/1K1R1B1R b k - 0 1,1,d8c7,0.22
2rqk2r/1p1n1pb1/p2p1np1/3Pp2p/7P/1N2BP2/PPPQ2P1/1K1R1B1R b k - 0 1,1,d8c7,0.35
2rqk2r/1p1n1pb1/p2p1np1/3Pp2p/2P5/1N2BP2/PP1Q2PP/1K1R1B1R b k - 0 1,1,b7b6,0.16
2rqk2r/1p1n1pb1/p2p1np1/3Pp2p/8/1N2BP2/PPP2QPP/1K1R1B1R b k - 0 1,1,d8c7,0.18
2rqk2r/1p1n1pb1/p2p1np1/3Pp2p/1Q6/1N2BP2/PPP3PP/1K1R1B1R b k - 0 1,1,d8c7,0.29
2rqk2r/1p1n1pb1/p2p1np1/N2Pp2p/8/4BP2/PPPQ2PP/1K1R1B1R b k - 0 1,1,d8c7,-0.22
2rqk2r/1p1n1pb1/p2p1np1/3Pp2p/8/1N2BP2/PPPQB1PP/1K1R3R b k - 0 1,1,e8g8,0.3
r3k2r/1pqnbp2/p2p1np1/4p1Bp/2P5/1N1B1P2/PP1Q2PP/1KR1R3 b kq - 0 1,8,e8c8,0.08
r3k2r/1pqnbp2/p2p1np1/4p1Bp/2P5/1N1B1P2/PP1Q2PP/1KRR4 b kq - 0 1,1,d7c5,-0.1
r3k2r/1pqnbp2/p2p1np1/4p1Bp/2P4P/1N1B1P2/PP1Q2P1/1KR4R b kq - 0 1,1,e8c8,0.18
r3k2r/1pqnbp2/p2p1np1/4p1Bp/2P2P2/1N1B4/PP1Q2PP/1KR4R b kq - 0 1,1,e8c8,0.07
2r1kb1r/1p3p2/p2p2p1/3Qp2p/8/1N3P2/PPq3PP/K2R2BR b k - 0 1,8,c2c6,3.25
q6k/3nb1pp/8/3np1P1/1p6/1P4N1/1PKQ1B1P/5B2 b - - 0 1,1,a8c6,0.2
q6k/3nb1pp/8/3np1P1/1p6/1P2B1N1/1P1Q3P/1K3B2 b - - 0 1,8,d5e3,0.03
q6k/3nb1pp/8/3np1P1/1pB5/1P2B1N1/1PKQ3P/8 b - - 0 1,1,d5e3,0.0
q6k/3nb1pp/8/3np1P1/1p6/1P2B1N1/1PKQ2BP/8 b - - 0 1,1,d5e3,-5.13
q6k/3nb1pp/8/3np1P1/1p5P/1P2B1N1/1PKQ4/5B2 b - - 0 1,1,d5e3,0.24
rn1qkb1r/pp3ppp/2p1p1b1/3pPn2/P2P4/2P2N2/1P2BPPP/RNBQ1RK1 b kq - 0 1,8,c6c5,0.5
rn1qkb1r/pp3ppp/2p1p1b1/3pPn2/3P4/N1P2N2/PP2BPPP/R1BQ1RK1 b kq - 0 1,1,f8a3,0.19
rn1qkb1r/pp3ppp/2p1p1b1/3pPn2/3P4/1QP2N2/PP2BPPP/RNB2RK1 b kq - 0 1,1,d8d7,0.31
rn1qkb1r/pp3ppp/2p1p1b1/3pPn2/3P2P1/2P2N2/PP2BP1P/RNBQ1RK1 b kq - 0 1,8,f5h4,0.59
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/3P4/2P3P1/PP2BP1P/RNBQNRK1 b kq - 0 1,1,f7f6,0.15
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/3P4/2PB4/PP3PPP/RNBQNRK1 b kq - 0 1,1,f5d3,0.3
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/3P4/2P5/PPN1BPPP/RNBQ1RK1 b kq - 0 1,8,g6e7,0.61
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1B/3P4/2P5/PP3PPP/RNBQNRK1 b kq - 0 1,1,d8h4,-1.11
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/3P4/2P5/PP1NBPPP/R1BQNRK1 b kq - 0 1,1,g6f4,-0.21
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/3P4/2P1B3/PP2BPPP/RN1QNRK1 b kq - 0 1,1,d8b6,0.51
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/P2P4/2P5/1P2BPPP/RNBQNRK1 b kq - 0 1,1,c6c5,0.59
r2qkb1r/pp1n1ppp/2n1p3/2PpPb2/5B2/2P2N2/PP2BPPP/RN1Q1RK1 b kq - 0 1,1,f8c5,-0.23
r2qkb1r/pp1n1ppp/2n1p3/2PpPb2/1P6/2P2N2/P3BPPP/RNBQ1RK1 b kq - 0 1,8,a7a5,0.4
r2qkb1r/pp1n1ppp/2n1p3/2PpPb2/3N4/2P5/PP2BPPP/RNBQ1RK1 b kq - 0 1,1,f8c5,0.42
r3kb1r/1pq1nppp/p3p3/2npPb2/3N1P2/2P1B3/PP2B1PP/RN1Q1RK1 b kq - 0 1,1,g7g5,0.12
r3kb1r/1pq1nppp/p3p3/2npPb2/3N4/2P1B3/PP1NBPPP/R2Q1RK1 b kq - 0 1,1,e7c6,0.97
r3kb1r/1pq1nppp/p3p3/2npPb2/2PN4/4B3/PP2BPPP/RN1Q1RK1 b kq - 0 1,8,a8d8,1.13
r2qkb1r/1p1n1pp1/1np1p2p/pP1pPb2/P2P4/2P2N2/2N1BPPP/R1BQ1RK1 b kq - 0 1,8,b6c4,0.27
r2qkb1r/1p1n1pp1/1np1p2p/pP1pPb2/P2P4/N1PB1N2/5PPP/R1BQ1RK1 b kq - 0 1,1,f5d3,0.05
r2qkb1r/1p1n1pp1/1np1p2p/pP1pPb2/P1PP4/N4N2/4BPPP/R1BQ1RK1 b kq - 0 1,1,d5c4,-0.15
r2qkb1r/1p1n1pp1/1np1p2p/pP1pPb2/P2P4/NQP2N2/4BPPP/R1B2RK1 b kq - 0 1,1,c6c5,-0.21
r2qkb1r/1p1n1pp1/1np1p2p/pP1pPb2/P2P4/N1P1BN2/4BPPP/R2Q1RK1 b kq - 0 1,1,f8a3,-0.22
r2qkb1r/1p1n1pp1/1nP1p2p/p2pPb2/P2P4/N1P2N2/4BPPP/R1BQ1RK1 b kq - 0 1,1,b7c6,0.29
r2qkb1r/1p1n1pp1/1np1p2p/pP1pPb2/P2P4/N1P5/4BPPP/R1BQNRK1 b kq - 0 1,1,c6c5,0.27
r2qkb1r/pp1n1pp1/2n1p2p/P2pPb2/1P3B2/2P2N2/4BPPP/RN1Q1RK1 b kq - 0 1,1,a7a6,0.0
r2qkb1r/pp1n1pp1/2n1p2p/P2pPb2/QP6/2P2N2/4BPPP/RNB2RK1 b kq - 0 1,1,a7a6,0.31
r2qkb1r/pp1n1pp1/2n1p2p/PB1pPb2/1P6/2P2N2/5PPP/RNBQ1RK1 b kq - 0 1,1,a7a6,-0.12
r2qkb1r/pp1n1pp1/P1n1p2p/3pPb2/1P6/2P2N2/4BPPP/RNBQ1RK1 b kq - 0 1,8,b7a6,0.72
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/P2P3P/2P2NP1/1P2BP2/RNBQK2R b KQkq - 0 1,1,f7f6,-0.09
r2qkb1r/pp1n1pp1/2p1p1n1/P2pPb1p/3P3P/2P2N2/1P2BPP1/RNBQK2R b KQkq - 0 1,1,f7f6,-0.1
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/P2P3P/N1P2N2/1P2BPP1/R1BQK2R b KQkq - 0 1,1,f8e7,-0.02
r2qkb1r/pp1n1pp1/2p1p1n1/3pPbBp/P2P3P/2P2N2/1P2BPP1/RN1QK2R b KQkq - 0 1,1,f7f6,-0.7
r2qkb1r/pp1n1pp1/2p1p1n1/3pPb1p/P2P3P/2PB1N2/1P3PP1/RNBQK2R b KQkq - 0 1,8,g6e7,0.43
rn1qkb1r/pp2nppb/2p1p2p/3pP3/3P4/2P2N2/PP1NBPPP/R1BQ1RK1 b kq - 0 1,1,a7a5,0.32
rn1qkb1r/pp2nppb/2p1p2p/3pP3/3P3P/2P2N2/PP2BPP1/RNBQ1RK1 b kq - 0 1,1,e7f5,0.04
rn1qkb1r/pp2nppb/2p1p2p/3pP3/P2P4/2P2N2/1P2BPPP/RNBQ1RK1 b kq - 0 1,8,a7a6,0.46
rn1qkb1r/pp2nppb/2p1p2p/3pP3/3P4/N1P2N2/PP2BPPP/R1BQ1RK1 b kq - 0 1,1,b8d7,0.34
rnnqk2r/pp2bppp/2p1p3/3pPb2/3P4/2P2N2/PP2BPPP/RNBQ1RK1 w kq - 0 1,8,a2a4,0.6
rnnqkb1r/pp3ppp/4p3/2ppPb2/3P4/2P2N2/PP2BPPP/RNBQ1RK1 w kq - 0 1,1,c1e3,0.63
rnnqkb1r/pp3pp1/2p1p2p/3pPb2/3P4/2P2N2/PP2BPPP/RNBQ1RK1 w kq - 0 1,1,c1e3,0.59
r2qkb1r/1p1n1ppp/2p1p1bn/p2pP3/P2P4/N1P2N2/1P2BPPP/R1BQ1RK1 b kq - 0 1,8,h6f5,0.39
r2qkb1r/1p1n1ppp/2p1p1bn/p2pP1B1/P2P4/N4N2/1PP1BPPP/R2Q1RK1 b kq - 0 1,8,f8e7,0.28
r2qkb1r/1p1n1ppp/2p1p1bB/p2pP3/P2P4/N4N2/1PP1BPPP/R2Q1RK1 b kq - 0 1,1,g7h6,0.23
r2qkb1r/1p1n1ppp/2p1p1bn/p2pP3/P1PP4/N4N2/1P2BPPP/R1BQ1RK1 b kq - 0 1,8,d5c4,0.17
r2qkb1r/1p1n1ppp/2p1p1b1/p2pPn2/P2P4/N1P2N2/1P2BPPP/R1BQ1RK1 w kq - 0 1,8,a3c2,0.41
r1nqkb1r/1p1n1ppp/2p1p1b1/p2pP3/P2P4/N1P2N2/1P2BPPP/R1BQ1RK1 w kq - 0 1,1,f3g5,0.77
r2qkb1r/pp1n1ppp/2p1p1b1/P2pPn2/3P4/2P2N2/1P2BPPP/RNBQ1RK1 b kq - 0 1,8,a8c8,0.79
r2qkb1r/pp1n1ppp/P1p1p1b1/3pPn2/3P4/5N2/1PP1BPPP/RNBQ1RK1 b kq - 0 1,1,b7a6,0.66
r2qkb1r/pp1n1ppp/2p1p1b1/P2pPn2/3P4/5N1P/1PP1BPP1/RNBQ1RK1 b kq - 0 1,1,a7a6,0.66
r2qkb1r/pp1n1ppp/2p1p1b1/P2pPn2/3P4/5N2/1PPNBPPP/R1BQ1RK1 b kq - 0 1,1,f8e7,0.53
r2qkb1r/pp1n1ppp/2p1p1b1/P2pPn2/2PP4/5N2/1P2BPPP/RNBQ1RK1 b kq - 0 1,1,d5c4,0.39
r2qkb1r/1p1n1ppp/p1p1p1bn/P2pP3/3P4/2P2N2/1P2BPPP/RNBQ1RK1 b kq - 0 1,8,f8e7,0.65
r2qkb1r/1p1n1ppp/p1p1p1bn/P2pP3/3P1B2/5N2/1PP1BPPP/RN1Q1RK1 b kq - 0 1,8,f8e7,0.49
r2qkb1r/1p1n1ppp/p1p1p1bB/P2pP3/3P4/5N2/1PP1BPPP/RN1Q1RK1 b kq - 0 1,8,g7h6,0.57
r2qkb1r/1p1n1ppp/p1p1p1bn/P2pP3/3P4/5N2/1PPNBPPP/R1BQ1RK1 b kq - 0 1,1,f8e7,0.42
r2qkb1r/1p1n1ppp/p1p1p1bn/P2pP3/2PP4/5N2/1P2BPPP/RNBQ1RK1 b kq - 0 1,8,d5c4,0.63
r2qkbnr/pp3ppp/2n1p3/2PpP3/8/2P1BQ2/PP3PPP/RN2KB1R b KQkq - 0 1,8,g8e7,0.48
r2qkbnr/1p3ppp/p1n1p3/2PpP3/3B2b1/2P2N2/PP3PPP/RN1QKB1R b KQkq - 0 1,1,g4f3,-0.37
r2qkbnr/1p3ppp/p1n1p3/2PpP3/6b1/N1P1BN2/PP3PPP/R2QKB1R b KQkq - 0 1,1,g8e7,-0.3
r2qkbnr/1p3ppp/p1n1p3/2PpP3/6b1/1QP1BN2/PP3PPP/RN2KB1R b KQkq - 0 1,8,g4f3,0.47
r2qkbnr/1p3ppp/p1n1p3/2PpP3/6b1/2P1BN2/PP1N1PPP/R2QKB1R b KQkq - 0 1,1,c6e5,0.31
r2qkbnr/1p3ppp/p1n1p3/2PpP3/Q5b1/2P1BN2/PP3PPP/RN2KB1R b KQkq - 0 1,1,g4f3,0.01
r2qkbnr/1p3ppp/p1n1p3/2PpP3/6b1/2P1BN2/PP2BPPP/RN1QK2R b KQkq - 0 1,1,g4f3,-0.19
r3kb1r/pppb1ppp/5q2/8/3Pp3/8/PPP2PPP/RNBQ1RK1 w kq - 0 1,8,b1c3,0.37
4rr1k/pp1b2pp/2pb1q2/5p2/2BP1B2/5Q2/P1P2PPP/R3R1K1 w - - 0 1,8,c2c3,0.18
4r1k1/pp1b2pp/2p2q2/3p1p2/1bPP1B2/3B1Q2/P1P2PPP/R5K1 w - - 0 1,8,f4e5,2.38
4brk1/pp4pp/2p2q2/3p1p2/1bPP1B2/3B1Q2/P1P2PPP/R5K1 w - - 0 1,1,a1b1,3.0
r4rk1/pp1b3p/2pb1qp1/3p1p2/3P1B2/2PB1Q2/P1P2PPP/R3R1K1 w - - 0 1,1,c3c4,0.97
r2q1rk1/pp1b3p/2p3p1/3p1p2/3P1b2/2PB1Q2/P1P2PPP/R3R1K1 w - - 0 1,1,f3f4,0.56
r4rk1/ppqb3p/2pb2p1/3p1p2/3P1B2/2PB1Q2/P1P2PPP/R3R1K1 w - - 0 1,8,f4d6,0.44
r5k1/pp1bRrp1/2p3p1/3p1p2/P2P4/2PB4/2P2PPP/4R1K1 b - - 0 1,1,f7e7,0.0
r5k1/pp1b1rp1/2p3p1/3pRp2/P2P4/2PB4/2P2PPP/R5K1 b - - 0 1,8,a8e8,0.58
r5k1/pp1b1Rp1/2p3p1/3p1p2/P2P4/2PB4/2P2PPP/R5K1 b - - 0 1,1,g8f7,-0.01
r2k3r/pppb1ppp/3b4/3p4/3P3q/2PB2P1/P1P2P1P/R1BQR1K1 b - - 0 1,8,h4g4,0.37
r1b3k1/1p3rp1/pnn1p2p/2ppP2P/3P4/2P1QN1R/Pq2N1P1/2R2BK1 w - - 0 1,1,h3g3,1.73
r1b3k1/1p1n1rp1/p1n1p2p/3pP2P/3p4/2P1QN1R/Pq2N1P1/2R2BK1 w - - 0 1,1,c3d4,0.83
r1b3k1/3n1rp1/p1n1p2p/1pppP2P/3P4/2P1QN1R/Pq2N1P1/2R2BK1 w - - 0 1,1,h3g3,0.99
r1b3k1/1p1nnrp1/p3p2p/2ppP2P/3P4/2P1QN1R/Pq2N1P1/2R2BK1 w - - 0 1,8,f3h4,0.06
r1b2nk1/1p3rp1/p1n1p2p/2ppP2P/3P4/2P1QN1R/Pq2N1P1/2R2BK1 w - - 0 1,8,d4c5,0.54
r1b3k1/1p1n1rp1/p1n1p2p/2ppP2P/3P4/2P1QN1R/q3N1P1/2R2BK1 w - - 0 1,1,h3g3,0.97
r1b2rk1/1pqnb1p1/p1n1pp1p/2ppP2P/3P1P2/2P1BN1R/PP2N1P1/R1Q1KB2 b Q - 0 1,1,f8f7,0.08
r1b2rk1/1pqnb1p1/p1n1pp1p/2ppP2P/3P1P2/2P2NR1/PP1BN1P1/R1Q1KB2 b Q - 0 1,1,f8f7,0.1
r1b2rk1/1pqnb1p1/p1n1pp1p/2ppP2P/3P1P2/P1P2N1R/1P1BN1P1/R1Q1KB2 b Q - 0 1,1,d7b6,0.04
r1b2rk1/1pqnb1p1/p1n1pp1p/2ppP2P/3P1P2/2P2N1R/PP1BN1P1/RQ2KB2 b Q - 0 1,1,f8f7,0.24
r1b2rk1/1pqnb1p1/p1n1pp1p/2ppP2P/3P1P2/2P2N1R/PPQBN1P1/R3KB2 b Q - 0 1,8,f6f5,0.52
r1b2rk1/1pqnb1p1/p1n1pp1p/2ppP2P/3P1PP1/2P2N1R/PP1BN3/R1Q1KB2 b Q - 0 1,8,c7b6,0.04
r1b2rk1/1pqnb1p1/p1n1pp1p/2ppP2P/3P1P1N/2P4R/PP1BN1P1/R1Q1KB2 b Q - 0 1,1,f6e5,0.0
r1b1kb1r/1p1n1p1p/pqn1p3/2ppP3/3P1PpN/2P1B3/PP2N1PP/R1Q1KB1R b KQkq - 0 1,1,c5d4,0.34
r1b1kb1r/1p1n1p1p/pqn1p3/2ppP3/3P1Pp1/2P1B3/PP1NN1PP/R1Q1KB1R b KQkq - 0 1,1,f7f6,0.5
r1b1kbr1/1p1n1p1p/pqn1p3/2ppP3/3P1N2/2P1BN2/PP4PP/R1Q1KB1R w KQq - 0 1,1,f1e2,2.15
r1b1kb1r/1p1n1p2/pqn1p3/2ppP2p/3P1N2/2P1BN2/PP4PP/R1Q1KB1R w KQkq - 0 1,1,f1e2,2.15
r1b1k2r/1p1nbp1p/pqn1p3/2ppP3/3P1N2/2P1BN2/PP4PP/R1Q1KB1R w KQkq - 0 1,1,f1e2,2.26
r1b1kb1r/1p1n1p1p/pqn1p3/3pP3/3p1N2/2P1BN2/PP4PP/R1Q1KB1R w KQkq - 0 1,8,c3d4,1.37
r1b1k2r/1p1n1ppp/pqn1p3/2bpP3/3N1P2/2P1BN2/PP4PP/R1Q1KB1R b KQkq - 0 1,8,a6a5,0.51
r1b2rk1/1p1nbppp/pqn1p3/3pP3/3N1P1P/2P1BN2/PP4P1/R1Q1KB1R b KQ - 0 1,8,d7c5,0.83
r1b2rk1/1p1nbppp/pqn1p3/3pP3/3P1P1P/4BN2/PP2N1P1/R1Q1KB1R b KQ - 0 1,1,b6d8,0.59
rnb2k1r/ppq1nppp/4p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQ - 0 1,8,g1f3,0.76
rnbq1k1r/pp2npp1/4p2p/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQ - 0 1,1,a3a4,0.51
rnbq1k1r/p3nppp/1p2p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQ - 0 1,8,a3a4,0.61
r1bq1k1r/pp2nppp/2n1p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQ - 0 1,1,a3a4,0.68
rnb2k1r/pp2nppp/4p3/q1ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQ - 0 1,8,c1d2,0.49
r2qk1r1/p3np1Q/2b1p1n1/1B1p4/5B2/P1p5/2P2PPP/R3K1NR w KQq - 0 1,8,b5c6,6.2
r3k1r1/pb1qnp1Q/4p1n1/1B1p4/5B2/P1p5/2P2PPP/R3K1NR w KQq - 0 1,8,b5d7,5.66
r4rk1/ppq1bppp/5n2/2p2Q2/8/4BN2/PPP2PPP/R3R1K1 b - - 0 1,8,g7g6,0.11
r4rk1/ppq1bppp/5n2/2p2Q2/8/4BN2/PPP2PPP/3R1RK1 b - - 0 1,1,f8d8,0.07
r4rk1/ppq1bppp/5n2/2p2Q2/8/4BN2/PPP2PPP/R2R2K1 b - - 0 1,1,a8d8,0.07
r4rk1/ppq1bppp/5n2/2p2Q2/5B2/5N2/PPP2PPP/R4RK1 b - - 0 1,1,c7b6,0.06
r4rk1/ppq1bppp/5n2/2p2Q2/2P5/4BN2/PP3PPP/R4RK1 b - - 0 1,1,f8e8,0.06
r2qk1nr/1bpnppb1/p2p2pp/1p6/3PP2P/2N1B2N/PPPQ1PP1/2KR1B1R w kq - 0 1,8,f2f3,0.65
rn1qk2r/1bp1ppb1/p2p1npp/1p6/3PP2P/2N1B2N/PPPQ1PP1/2KR1B1R w kq - 0 1,1,f2f3,0.66
rn1qk1nr/1bp1ppb1/p2p2pp/8/1p1PP2P/2N1B2N/PPPQ1PP1/2KR1B1R w kq - 0 1,1,c3e2,0.59
rnbq1rk1/1p2ppbp/2pp1np1/p7/P2PP3/2N1BP2/1PPQ2PP/R3KBNR w KQ - 0 1,1,g2g4,1.12
r1bq1rk1/pp1nppbp/2pp1np1/8/P2PP3/2N1BP2/1PPQ2PP/R3KBNR w KQ - 0 1,8,h2h4,0.47
rnbq1rk1/pp3pbp/2pp1np1/4p3/P2PP3/2N1BP2/1PPQ2PP/R3KBNR w KQ - 0 1,1,h2h4,0.41
rnb2rk1/pp2ppbp/2pp1np1/q7/P2PP3/2N1BP2/1PPQ2PP/R3KBNR w KQ - 0 1,1,g1e2,0.54
r2qkb1r/pp1n1p1p/2p1pp2/5b2/2BP3N/8/PPPB1PPP/R2Q1RK1 b kq - 0 1,1,f5g6,0.51
